Id,Character,Name,Ability Element,Ability Pot. %,Ability Range,Ability Type,Command ATB,Command Sigil,Effect0,Effect0_Duration,Effect0_Extend,Effect0_MaxPot,Effect0_Pot,Effect0_Range,Effect1,Effect1_Duration,Effect1_Extend,Effect1_MaxPot,Effect1_Pot,Effect1_Range,Effect2,Effect2_Duration,Effect2_Extend,Effect2_MaxPot,Effect2_Pot,Effect2_Range,Effect3,Effect3_Range,GachaType
56019,Angeal,Greatsword of the Worthy,Heal,8.0,All Allies,Mag,4,,PDEF Up,20,6,Very High,High,All Allies,MDEF Up,20,6,Very High,High,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,,,Limited
56020,Angeal,Blade of the Hunt,Ice,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
56021,Angeal,Penance Blade,Fire,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
56022,Angeal,Inflatable Buster Sword,None,640.0,All Enemies,Phys,4,,Status Ailment: Water Weakness,60,12,,+30.0%,All Enemies,UNKOWN SKILL STATUS CHANGE,,,,,Self,PDEF Up,25,8,Very High,Very High,All Allies,UNKOWN ADDITIONAL EFFECT,All Enemies,Featured
56023,Angeal,Rhad Blade,Water,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
56025,Angeal,Balmung,None,2000.0,Single Enemy,Both,0,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,Ultimate
56026,Angeal,Ghost Ensis,Earth,780.0,All Enemies,Mag,4,,Earth Resistance Down,25,8,Very High,High,All Enemies,Earth Damage Up,25,8,Very High,High,All Allies,,,,,,,,,Featured
56027,Angeal,Master Tonberry's Blade,Heal,14.0,Single Ally,Mag,4,,PATK Up,44,14,High,Mid,Single Ally,UNKOWN SKILL STATUS CHANGE,,,,,Single Ally,,,,,,,,,Event
56028,Angeal,Lightning's Sword,None,700.0,Single Enemy,Phys,4,,PATK Down,25,8,High,High,Single Enemy,PDEF Up,25,8,High,High,All Allies,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,Event
56029,Angeal,Sea Dragon Greatsword,None,360.0,Single Enemy,Mag,4,,Water Resistance Down,28,9,High,High,Single Enemy,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,,,,,,,,,Grindable
60001,Sephiroth (Original),Masamune,None,800.0,Single Enemy,Phys,4,,UNKOWN ADDITIONAL EFFECT,,,,,Single Enemy,PDEF Down,25,8,Very High,Very High,Single Enemy,MDEF Down,25,8,Very High,Very High,Single Enemy,UNKOWN ADDITIONAL EFFECT,Single Enemy,Featured
60002,Sephiroth (Original),Shiranui,Fire,1340.0,Single Enemy,Mag,4,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,,,,,,,,,,,,,,,Limited
60003,Sephiroth (Original),Osafune,Water,1340.0,Single Enemy,Mag,4,,MATK Up,25,8,Very High,High,All Allies,,,,,,,,,,,,,,,Featured
60004,Sephiroth (Original),Kotetsu,None,540.0,All Enemies,Phys,4,,PATK Down,40,13,Very High,Very High,All Enemies,MATK Down,40,13,Very High,Very High,All Enemies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,,,Featured
60005,Sephiroth (Original),Kikuichimonji,None,1340.0,All Enemies,Mag,4,,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN ADDITIONAL EFFECT,,,,,All Enemies,UNKOWN SKILL STATUS CHANGE,Self,Limited
60006,Sephiroth (Original),Ultimate Masamune,None,1000.0,Single Enemy,Both,0,,MDEF Down,30,10,Very High,Very High,Single Enemy,MATK Up,30,10,Very High,Very High,Self,,,,,,,,,Ultimate
60007,Sephiroth (Original),Muramasa,None,1340.0,All Enemies,Mag,4,,Status Ailment: Single-Tgt. Phys. Dmg. Rcvd. Up,60,20,,+50.0%,All Enemies,Status Ailment: Single-Tgt. Mat. Dmg. Rcvd. Up,60,20,,+50.0%,All Enemies,UNKOWN SKILL STATUS CHANGE,,,,,All Allies,UNKOWN ADDITIONAL EFFECT,All Enemies,Limited
60008,Sephiroth (Original),Heaven's Cloud,None,2000.0,Single Enemy,Both,0,,UNKOWN SKILL STATUS CHANGE,,,,,Self,UNKOWN SKILL STATUS CHANGE,,,,,Self,,,,,,,,,Ultimate
60009,Sephiroth (Original),Divine Steed Blade,Earth,290.0,All Enemies,Mag,4,,,,,,,,,,,,,,,,,,,,,,Event
